Info;Data;tick
Relatorio 12 meses Lucro Líquido;34.620.000;EALT4
Relatorio 3 meses Lucro Líquido;8.446.000;EALT4
Relatorio 12 meses EBIT;47.051.000;EALT4
Relatorio 3 meses EBIT;12.469.000;EALT4
Relatorio 12 meses Receita Líquida;479.510.000;EALT4
Relatorio 3 meses Receita Líquida;109.189.000;EALT4
Papel;ECOR3;ECOR3
Cotação;7,62;ECOR3
Tipo;ON NM;ECOR3
Data últ cot;19/07/2023;ECOR3
Empresa;ECORODOVIAS ON NM;ECOR3
Min 52 sem;3,87;ECOR3
Setor;Transporte;ECOR3
Max 52 sem;7,62;ECOR3
Subsetor;Exploração de Rodovias;ECOR3
Vol $ méd (2m);35.075.700;ECOR3
Valor de mercado;5.306.070.000;ECOR3
Últ balanço processado;31/03/2023;ECOR3
Valor da firma;15.799.800.000;ECOR3
Nro. Ações;696.334.000;ECOR3
Dia;8,70%;ECOR3
P/L;15,49;ECOR3
LPA;0,49;ECOR3
Mês;15,45%;ECOR3
P/VP;2,20;ECOR3
VPA;3,47;ECOR3
30 dias;9,01%;ECOR3
P/EBIT;2,83;ECOR3
Marg. Bruta;33,6%;ECOR3
12 meses;42,70%;ECOR3
PSR;0,81;ECOR3
Marg. EBIT;28,7%;ECOR3
2023;71,24%;ECOR3
P/Ativos;0,28;ECOR3
Marg. Líquida;5,1%;ECOR3
2022;-39,09%;ECOR3
P/Cap. Giro;6,00;ECOR3
EBIT / Ativo;9,7%;ECOR3
2021;-45,25%;ECOR3
P/Ativ Circ Liq;0,38;ECOR3
ROIC;11,1%;ECOR3
2020;-18,23%;ECOR3
Div. Yield;0,1%;ECOR3
ROE;14,2%;ECOR3
2019;73,77%;ECOR3
EV / EBITDA;6,31;ECOR3
Liquidez Corr;0,76;ECOR3
2018;-18,79%;ECOR3
EV / EBIT;8,43;ECOR3
Div Br/ Patrim;5,22;ECOR3
Cres. Rec (5a);16,8%;ECOR3
Giro Ativos;0,34;ECOR3
Ativo;19.277.200.000;ECOR3
Dív. Bruta;12.604.500.000;ECOR3
Disponibilidades;2.110.830.000;ECOR3
Dív. Líquida;10.493.700.000;ECOR3
Ativo Circulante;2.763.590.000;ECOR3
Patrim. Líq;2.416.440.000;ECOR3
Relatorio 12 meses Lucro Líquido;342.529.000;ECOR3
Relatorio 3 meses Lucro Líquido;112.749.000;ECOR3
Relatorio 12 meses EBIT;1.875.090.000;ECOR3
Relatorio 3 meses EBIT;576.302.000;ECOR3
Relatorio 12 meses Receita Líquida;6.526.060.000;ECOR3
Relatorio 3 meses Receita Líquida;1.604.340.000;ECOR3
Papel;ECPR3;ECPR3
Cotação;90,25;ECPR3
Tipo;ON;ECPR3
Data últ cot;04/03/2022;ECPR3
Empresa;ENCORPAR ON;ECPR3
Min 52 sem;90,25;ECPR3
Setor;Tecidos, Vestuário e Calçados;ECPR3
Max 52 sem;90,25;ECPR3
Subsetor;Fios e Tecidos;ECPR3
Vol $ méd (2m);0;ECPR3
Valor de mercado;171.475.000;ECPR3
Últ balanço processado;31/12/2021;ECPR3
Valor da firma;170.710.000;ECPR3
Nro. Ações;1.900.000;ECPR3
Dia;0,00%;ECPR3
P/L;-9,87;ECPR3
LPA;-9,14;ECPR3
Mês;0,00%;ECPR3
P/VP;1,21;ECPR3
VPA;74,46;ECPR3
30 dias;0,00%;ECPR3
P/EBIT;82,52;ECPR3
Marg. Bruta;;ECPR3
12 meses;12,97%;ECPR3
PSR;;ECPR3
Marg. EBIT;;ECPR3
2022;12,97%;ECPR3
P/Ativos;0,62;ECPR3
Marg. Líquida;0,0%;ECPR3
2021;3,75%;ECPR3
P/Cap. Giro;174,62;ECPR3
EBIT / Ativo;-0,8%;ECPR3
2020;6,96%;ECPR3
P/Ativ Circ Liq;1,29;ECPR3
ROIC;0,8%;ECPR3
2019;-6,77%;ECPR3
Div. Yield;0,0%;ECPR3
ROE;12,3%;ECPR3
2018;202,23%;ECPR3
EV / EBITDA;82,27;ECPR3
Liquidez Corr;2,97;ECPR3
2017;0,08%;ECPR3
EV / EBIT;82,15;ECPR3
Div Br/ Patrim;;ECPR3
Cres. Rec (5a);;ECPR3
Giro Ativos;;ECPR3
Ativo;276.335.000;ECPR3
Dív. Bruta;0;ECPR3
Disponibilidades;765.000;ECPR3
Dív. Líquida;-765.000;ECPR3
Ativo Circulante;1.481.000;ECPR3
Patrim. Líq;141.476.000;ECPR3
Relatorio 12 meses Lucro Líquido;-17.375.000;ECPR3
Relatorio 3 meses Lucro Líquido;5.861.000;ECPR3
Relatorio 12 meses EBIT;-2.078.000;ECPR3
Relatorio 3 meses EBIT;-309.000;ECPR3
Relatorio 12 meses Receita Líquida;0;ECPR3
Relatorio 3 meses Receita Líquida;0;ECPR3
Papel;ECPR4;ECPR4
Cotação;90,74;ECPR4
Tipo;PN;ECPR4
Data últ cot;25/03/2022;ECPR4
Empresa;ENCORPAR PN;ECPR4
Min 52 sem;90,00;ECPR4
Setor;Tecidos, Vestuário e Calçados;ECPR4
Max 52 sem;90,74;ECPR4
Subsetor;Fios e Tecidos;ECPR4
Vol $ méd (2m);0;ECPR4
Valor de mercado;172.406.000;ECPR4
Últ balanço processado;31/12/2021;ECPR4
Valor da firma;171.641.000;ECPR4
Nro. Ações;1.900.000;ECPR4
Dia;0,00%;ECPR4
P/L;-9,92;ECPR4
LPA;-9,14;ECPR4
Mês;0,00%;ECPR4
P/VP;1,22;ECPR4
VPA;74,46;ECPR4
30 dias;0,00%;ECPR4
P/EBIT;82,97;ECPR4
Marg. Bruta;;ECPR4
12 meses;5,76%;ECPR4
PSR;;ECPR4
Marg. EBIT;;ECPR4
2022;5,76%;ECPR4
P/Ativos;0,62;ECPR4
Marg. Líquida;0,0%;ECPR4
2021;14,46%;ECPR4
P/Cap. Giro;175,57;ECPR4
EBIT / Ativo;-0,8%;ECPR4
2020;-5,70%;ECPR4
P/Ativ Circ Liq;1,29;ECPR4
ROIC;0,8%;ECPR4
2019;-18,71%;ECPR4
Div. Yield;0,0%;ECPR4
ROE;12,3%;ECPR4
2018;193,63%;ECPR4
EV / EBITDA;82,72;ECPR4
Liquidez Corr;2,97;ECPR4
2017;28,03%;ECPR4
EV / EBIT;82,60;ECPR4
Div Br/ Patrim;;ECPR4
Cres. Rec (5a);;ECPR4
Giro Ativos;;ECPR4
Ativo;276.335.000;ECPR4
Dív. Bruta;0;ECPR4
Disponibilidades;765.000;ECPR4
Dív. Líquida;-765.000;ECPR4
Ativo Circulante;1.481.000;ECPR4
Patrim. Líq;141.476.000;ECPR4
Relatorio 12 meses Lucro Líquido;-17.375.000;ECPR4
Relatorio 3 meses Lucro Líquido;5.861.000;ECPR4
Relatorio 12 meses EBIT;-2.078.000;ECPR4
Relatorio 3 meses EBIT;-309.000;ECPR4
Relatorio 12 meses Receita Líquida;0;ECPR4
Relatorio 3 meses Receita Líquida;0;ECPR4
Papel;EEEL3;EEEL3
Cotação;421,01;EEEL3
Tipo;ON N1;EEEL3
Data últ cot;24/05/2022;EEEL3
Empresa;CEEE ON N1;EEEL3
Min 52 sem;0,00;EEEL3
Setor;Energia Elétrica;EEEL3
Max 52 sem;0,00;EEEL3
Subsetor;Energia Elétrica;EEEL3
Vol $ méd (2m);0;EEEL3
Valor de mercado;4.066.110.000;EEEL3
Últ balanço processado;31/03/2023;EEEL3
Valor da firma;4.784.370.000;EEEL3
Nro. Ações;9.658.000;EEEL3
Dia;0,00%;EEEL3
P/L;4,66;EEEL3
LPA;90,25;EEEL3
Mês;0,00%;EEEL3
P/VP;2,18;EEEL3
VPA;192,69;EEEL3
30 dias;0,00%;EEEL3
P/EBIT;4,78;EEEL3
Marg. Bruta;64,3%;EEEL3
12 meses;0,00%;EEEL3
PSR;2,73;EEEL3
Marg. EBIT;57,1%;EEEL3
2023;0,00%;EEEL3
P/Ativos;0,80;EEEL3
Marg. Líquida;58,5%;EEEL3
2022;12,27%;EEEL3
P/Cap. Giro;4,91;EEEL3
EBIT / Ativo;16,7%;EEEL3
2021;53,37%;EEEL3
P/Ativ Circ Liq;2,22;EEEL3
ROIC;19,1%;EEEL3
2020;34,27%;EEEL3
Div. Yield;0,0%;EEEL3
ROE;46,8%;EEEL3
2019;102,92%;EEEL3
EV / EBITDA;5,63;EEEL3
Liquidez Corr;2,45;EEEL3
2018;39,15%;EEEL3
EV / EBIT;5,63;EEEL3
Div Br/ Patrim;0,70;EEEL3
Cres. Rec (5a);9,2%;EEEL3
Giro Ativos;0,29;EEEL3
Ativo;5.097.770.000;EEEL3
Dív. Bruta;1.302.920.000;EEEL3
Disponibilidades;584.664.000;EEEL3
Dív. Líquida;718.254.000;EEEL3
Ativo Circulante;1.399.990.000;EEEL3
Patrim. Líq;1.861.010.000;EEEL3
Relatorio 12 meses Lucro Líquido;871.638.000;EEEL3
Relatorio 3 meses Lucro Líquido;119.922.000;EEEL3
Relatorio 12 meses EBIT;850.204.000;EEEL3
Relatorio 3 meses EBIT;225.617.000;EEEL3
Relatorio 12 meses Receita Líquida;1.488.680.000;EEEL3
Relatorio 3 meses Receita Líquida;363.382.000;EEEL3
Papel;EEEL4;EEEL4
Cotação;410,00;EEEL4
Tipo;PN N1;EEEL4
Data últ cot;27/05/2022;EEEL4
Empresa;CEEE PN N1;EEEL4
Min 52 sem;0,00;EEEL4
Setor;Energia Elétrica;EEEL4
Max 52 sem;0,00;EEEL4
Subsetor;Energia Elétrica;EEEL4
Vol $ méd (2m);0;EEEL4
Valor de mercado;3.959.780.000;EEEL4
Últ balanço processado;31/03/2023;EEEL4
Valor da firma;4.678.030.000;EEEL4
Nro. Ações;9.658.000;EEEL4
Dia;0,00%;EEEL4
P/L;4,54;EEEL4
LPA;90,25;EEEL4
Mês;0,00%;EEEL4
P/VP;2,13;EEEL4
VPA;192,69;EEEL4
30 dias;0,00%;EEEL4
P/EBIT;4,66;EEEL4
Marg. Bruta;64,3%;EEEL4
12 meses;0,00%;EEEL4
PSR;2,66;EEEL4
Marg. EBIT;57,1%;EEEL4
2023;0,00%;EEEL4
P/Ativos;0,78;EEEL4
Marg. Líquida;58,5%;EEEL4
2022;55,69%;EEEL4
P/Cap. Giro;4,78;EEEL4
EBIT / Ativo;16,7%;EEEL4
2021;26,42%;EEEL4
P/Ativ Circ Liq;2,16;EEEL4
ROIC;19,1%;EEEL4
2020;27,18%;EEEL4
Div. Yield;0,0%;EEEL4
ROE;46,8%;EEEL4
2019;125,56%;EEEL4
EV / EBITDA;5,50;EEEL4
Liquidez Corr;2,45;EEEL4
2018;114,79%;EEEL4
EV / EBIT;5,50;EEEL4
Div Br/ Patrim;0,70;EEEL4
Cres. Rec (5a);9,2%;EEEL4
Giro Ativos;0,29;EEEL4
Ativo;5.097.770.000;EEEL4
Dív. Bruta;1.302.920.000;EEEL4
Disponibilidades;584.664.000;EEEL4
Dív. Líquida;718.254.000;EEEL4
Ativo Circulante;1.399.990.000;EEEL4
Patrim. Líq;1.861.010.000;EEEL4
Relatorio 12 meses Lucro Líquido;871.638.000;EEEL4
Relatorio 3 meses Lucro Líquido;119.922.000;EEEL4
Relatorio 12 meses EBIT;850.204.000;EEEL4
Relatorio 3 meses EBIT;225.617.000;EEEL4
Relatorio 12 meses Receita Líquida;1.488.680.000;EEEL4
Relatorio 3 meses Receita Líquida;363.382.000;EEEL4
Papel;EGIE3;EGIE3
Cotação;44,55;EGIE3
Tipo;ON;EGIE3
Data últ cot;19/07/2023;EGIE3
Empresa; ENGIE BRASIL ON;EGIE3
Min 52 sem;35,16;EGIE3
Setor;Energia Elétrica;EGIE3
Max 52 sem;45,95;EGIE3
Subsetor;Energia Elétrica;EGIE3
Vol $ méd (2m);61.509.400;EGIE3
Valor de mercado;36.349.600.000;EGIE3
Últ balanço processado;31/03/2023;EGIE3
Valor da firma;50.976.800.000;EGIE3
Nro. Ações;815.928.000;EGIE3
Dia;0,25%;EGIE3
P/L;12,53;EGIE3
LPA;3,55;EGIE3
Mês;-1,09%;EGIE3
P/VP;3,93;EGIE3
VPA;11,33;EGIE3
30 dias;-1,44%;EGIE3
P/EBIT;6,79;EGIE3
Marg. Bruta;48,8%;EGIE3
12 meses;15,04%;EGIE3
PSR;3,09;EGIE3
Marg. EBIT;45,5%;EGIE3
2023;22,64%;EGIE3
P/Ativos;0,92;EGIE3
Marg. Líquida;24,7%;EGIE3
2022;5,97%;EGIE3
P/Cap. Giro;27,84;EGIE3
EBIT / Ativo;13,5%;EGIE3
2021;-8,45%;EGIE3
P/Ativ Circ Liq;1,63;EGIE3
ROIC;14,8%;EGIE3
2020;-10,19%;EGIE3
Div. Yield;7,4%;EGIE3
ROE;31,4%;EGIE3
2019;59,20%;EGIE3
EV / EBITDA;8,06;EGIE3
Liquidez Corr;1,19;EGIE3
2018;29,14%;EGIE3
EV / EBIT;9,52;EGIE3
Div Br/ Patrim;1,90;EGIE3
Cres. Rec (5a);7,1%;EGIE3
Giro Ativos;0,30;EGIE3
Ativo;39.605.600.000;EGIE3
Dív. Bruta;17.569.000.000;EGIE3
Disponibilidades;2.941.750.000;EGIE3
Dív. Líquida;14.627.300.000;EGIE3
Ativo Circulante;8.041.230.000;EGIE3
Patrim. Líq;9.244.140.000;EGIE3
Relatorio 12 meses Lucro Líquido;2.900.170.000;EGIE3
Relatorio 3 meses Lucro Líquido;881.809.000;EGIE3
Relatorio 12 meses EBIT;5.355.400.000;EGIE3
Relatorio 3 meses EBIT;1.588.840.000;EGIE3
Relatorio 12 meses Receita Líquida;11.758.100.000;EGIE3
Relatorio 3 meses Receita Líquida;2.913.750.000;EGIE3
Papel;EKTR3;EKTR3
Cotação;34,92;EKTR3
Tipo;ON;EKTR3
Data últ cot;17/05/2023;EKTR3
Empresa;ELEKTRO ELETRICIDADE E SERVIÇOS S.A. ON;EKTR3
Min 52 sem;27,16;EKTR3
Setor;Energia Elétrica;EKTR3
Max 52 sem;37,76;EKTR3
Subsetor;Energia Elétrica;EKTR3
Vol $ méd (2m);0;EKTR3
Valor de mercado;6.766.060.000;EKTR3
Últ balanço processado;31/03/2023;EKTR3
Valor da firma;11.289.100.000;EKTR3
Nro. Ações;193.759.000;EKTR3
Dia;0,00%;EKTR3
P/L;7,08;EKTR3
LPA;4,93;EKTR3
Mês;0,00%;EKTR3
P/VP;2,15;EKTR3
VPA;16,27;EKTR3
30 dias;0,00%;EKTR3
P/EBIT;3,50;EKTR3
Marg. Bruta;26,8%;EKTR3
12 meses;32,78%;EKTR3
PSR;0,80;EKTR3
Marg. EBIT;22,8%;EKTR3
2023;13,02%;EKTR3
P/Ativos;0,66;EKTR3
Marg. Líquida;11,2%;EKTR3
2022;16,92%;EKTR3
P/Cap. Giro;12,53;EKTR3
EBIT / Ativo;18,9%;EKTR3
2021;59,58%;EKTR3
P/Ativ Circ Liq;1,60;EKTR3
ROIC;21,5%;EKTR3
2020;-6,51%;EKTR3
Div. Yield;13,9%;EKTR3
ROE;30,3%;EKTR3
2019;46,03%;EKTR3
EV / EBITDA;4,98;EKTR3
Liquidez Corr;1,23;EKTR3
2018;-9,99%;EKTR3
EV / EBIT;5,84;EKTR3
Div Br/ Patrim;1,61;EKTR3
Cres. Rec (5a);7,9%;EKTR3
Giro Ativos;0,83;EKTR3
Ativo;10.247.000.000;EKTR3
Dív. Bruta;5.063.000.000;EKTR3
Disponibilidades;540.000.000;EKTR3
Dív. Líquida;4.523.000.000;EKTR3
Ativo Circulante;2.865.000.000;EKTR3
Patrim. Líq;3.153.000.000;EKTR3
Relatorio 12 meses Lucro Líquido;955.000.000;EKTR3
Relatorio 3 meses Lucro Líquido;283.000.000;EKTR3
Relatorio 12 meses EBIT;1.933.000.000;EKTR3
Relatorio 3 meses EBIT;620.000.000;EKTR3
Relatorio 12 meses Receita Líquida;8.491.000.000;EKTR3
Relatorio 3 meses Receita Líquida;2.270.000.000;EKTR3
Papel;EKTR4;EKTR4
Cotação;39,60;EKTR4
Tipo;PN;EKTR4
Data últ cot;18/07/2023;EKTR4
Empresa;ELEKTRO ELETRICIDADE E SERVIÇOS S.A. PN;EKTR4
Min 52 sem;24,32;EKTR4
Setor;Energia Elétrica;EKTR4
Max 52 sem;39,60;EKTR4
Subsetor;Energia Elétrica;EKTR4
Vol $ méd (2m);6.040;EKTR4
Valor de mercado;7.672.860.000;EKTR4
Últ balanço processado;31/03/2023;EKTR4
Valor da firma;12.195.900.000;EKTR4
Nro. Ações;193.759.000;EKTR4
Dia;0,00%;EKTR4
P/L;8,03;EKTR4
LPA;4,93;EKTR4
Mês;4,08%;EKTR4
P/VP;2,43;EKTR4
VPA;16,27;EKTR4
30 dias;4,76%;EKTR4
P/EBIT;3,97;EKTR4
Marg. Bruta;26,8%;EKTR4
12 meses;57,81%;EKTR4
PSR;0,90;EKTR4
Marg. EBIT;22,8%;EKTR4
2023;19,14%;EKTR4
P/Ativos;0,75;EKTR4
Marg. Líquida;11,2%;EKTR4
2022;57,60%;EKTR4
P/Cap. Giro;14,21;EKTR4
EBIT / Ativo;18,9%;EKTR4
2021;21,49%;EKTR4
P/Ativ Circ Liq;1,81;EKTR4
ROIC;21,5%;EKTR4
2020;5,14%;EKTR4
Div. Yield;13,5%;EKTR4
ROE;30,3%;EKTR4
2019;40,26%;EKTR4
EV / EBITDA;5,38;EKTR4
Liquidez Corr;1,23;EKTR4
2018;-17,46%;EKTR4
EV / EBIT;6,31;EKTR4
Div Br/ Patrim;1,61;EKTR4
Cres. Rec (5a);7,9%;EKTR4
Giro Ativos;0,83;EKTR4
Ativo;10.247.000.000;EKTR4
Dív. Bruta;5.063.000.000;EKTR4
Disponibilidades;540.000.000;EKTR4
Dív. Líquida;4.523.000.000;EKTR4
Ativo Circulante;2.865.000.000;EKTR4
Patrim. Líq;3.153.000.000;EKTR4
Relatorio 12 meses Lucro Líquido;955.000.000;EKTR4
Relatorio 3 meses Lucro Líquido;283.000.000;EKTR4
Relatorio 12 meses EBIT;1.933.000.000;EKTR4
Relatorio 3 meses EBIT;620.000.000;EKTR4
Relatorio 12 meses Receita Líquida;8.491.000.000;EKTR4
Relatorio 3 meses Receita Líquida;2.270.000.000;EKTR4
Papel;ELET3;ELET3
Cotação;37,81;ELET3
Tipo;ON;ELET3
Data últ cot;19/07/2023;ELET3
Empresa;ELETROBRÁS ON;ELET3
Min 52 sem;30,33;ELET3
Setor;Energia Elétrica;ELET3
Max 52 sem;51,23;ELET3
Subsetor;Energia Elétrica;ELET3
Vol $ méd (2m);335.541.000;ELET3
Valor de mercado;87.231.400.000;ELET3
Últ balanço processado;31/03/2023;ELET3
Valor da firma;122.666.000.000;ELET3
Nro. Ações;2.307.100.000;ELET3
Dia;0,47%;ELET3
P/L;61,62;ELET3
LPA;0,61;ELET3
Mês;-2,32%;ELET3
P/VP;0,79;ELET3
VPA;48,06;ELET3
30 dias;-3,00%;ELET3
P/EBIT;14,90;ELET3
Marg. Bruta;52,6%;ELET3
12 meses;-13,29%;ELET3
PSR;2,56;ELET3
Marg. EBIT;17,2%;ELET3
2023;-9,64%;ELET3
P/Ativos;0,33;ELET3
Marg. Líquida;3,9%;ELET3
2022;28,41%;ELET3
P/Cap. Giro;3,51;ELET3
EBIT / Ativo;2,2%;ELET3
2021;-2,00%;ELET3
P/Ativ Circ Liq;0,81;ELET3
ROIC;2,4%;ELET3
2020;1,11%;ELET3
Div. Yield;0,6%;ELET3
ROE;1,3%;ELET3
2019;59,97%;ELET3
EV / EBITDA;13,49;ELET3
Liquidez Corr;2,05;ELET3
2018;28,98%;ELET3
EV / EBIT;20,95;ELET3
Div Br/ Patrim;0,53;ELET3
Cres. Rec (5a);11,8%;ELET3
Giro Ativos;0,13;ELET3
Ativo;267.831.000.000;ELET3
Dív. Bruta;58.741.800.000;ELET3
Disponibilidades;23.307.000.000;ELET3
Dív. Líquida;35.434.800.000;ELET3
Ativo Circulante;48.519.600.000;ELET3
Patrim. Líq;110.884.000.000;ELET3
Relatorio 12 meses Lucro Líquido;1.415.650.000;ELET3
Relatorio 3 meses Lucro Líquido;488.618.000;ELET3
Relatorio 12 meses EBIT;5.854.860.000;ELET3
Relatorio 3 meses EBIT;3.489.510.000;ELET3
Relatorio 12 meses Receita Líquida;34.102.700.000;ELET3
Relatorio 3 meses Receita Líquida;9.209.830.000;ELET3
Papel;ELET5;ELET5
Cotação;80,12;ELET5
Tipo;PNA;ELET5
Data últ cot;18/07/2023;ELET5
Empresa;ELETROBRÁS PNA;ELET5
Min 52 sem;60,65;ELET5
Setor;Energia Elétrica;ELET5
Max 52 sem;80,12;ELET5
Subsetor;Energia Elétrica;ELET5
Vol $ méd (2m);1.769;ELET5
Valor de mercado;184.845.000.000;ELET5
Últ balanço processado;31/03/2023;ELET5
Valor da firma;220.280.000.000;ELET5
Nro. Ações;2.307.100.000;ELET5
Dia;0,00%;ELET5
P/L;130,57;ELET5
LPA;0,61;ELET5
Mês;13,63%;ELET5
P/VP;1,67;ELET5
VPA;48,06;ELET5
30 dias;13,63%;ELET5
P/EBIT;31,57;ELET5
Marg. Bruta;52,6%;ELET5
12 meses;32,10%;ELET5
PSR;5,42;ELET5
Marg. EBIT;17,2%;ELET5
2023;32,10%;ELET5
P/Ativos;0,69;ELET5
Marg. Líquida;3,9%;ELET5
2022;32,10%;ELET5
P/Cap. Giro;7,43;ELET5
EBIT / Ativo;2,2%;ELET5
2021;46,85%;ELET5
P/Ativ Circ Liq;1,71;ELET5
ROIC;2,4%;ELET5
2020;15,68%;ELET5
Div. Yield;0,0%;ELET5
ROE;1,3%;ELET5
2019;47,16%;ELET5
EV / EBITDA;24,23;ELET5
Liquidez Corr;2,05;ELET5
2018;14,25%;ELET5
EV / EBIT;37,62;ELET5
Div Br/ Patrim;0,53;ELET5
Cres. Rec (5a);11,8%;ELET5
Giro Ativos;0,13;ELET5
Ativo;267.831.000.000;ELET5
Dív. Bruta;58.741.800.000;ELET5
Disponibilidades;23.307.000.000;ELET5
Dív. Líquida;35.434.800.000;ELET5
Ativo Circulante;48.519.600.000;ELET5
Patrim. Líq;110.884.000.000;ELET5
Relatorio 12 meses Lucro Líquido;1.415.650.000;ELET5
Relatorio 3 meses Lucro Líquido;488.618.000;ELET5
Relatorio 12 meses EBIT;5.854.860.000;ELET5
Relatorio 3 meses EBIT;3.489.510.000;ELET5
Relatorio 12 meses Receita Líquida;34.102.700.000;ELET5
Relatorio 3 meses Receita Líquida;9.209.830.000;ELET5
Papel;ELET6;ELET6
Cotação;42,49;ELET6
Tipo;PNB;ELET6
Data últ cot;19/07/2023;ELET6
Empresa;ELETROBRÁS PNB;ELET6
Min 52 sem;31,93;ELET6
Setor;Energia Elétrica;ELET6
Max 52 sem;52,80;ELET6
Subsetor;Energia Elétrica;ELET6
Vol $ méd (2m);82.128.500;ELET6
Valor de mercado;98.028.700.000;ELET6
Últ balanço processado;31/03/2023;ELET6
Valor da firma;133.463.000.000;ELET6
Nro. Ações;2.307.100.000;ELET6
Dia;0,21%;ELET6
P/L;69,25;ELET6
LPA;0,61;ELET6
Mês;-2,88%;ELET6
P/VP;0,88;ELET6
VPA;48,06;ELET6
30 dias;-3,80%;ELET6
P/EBIT;16,74;ELET6
Marg. Bruta;52,6%;ELET6
12 meses;-1,62%;ELET6
PSR;2,87;ELET6
Marg. EBIT;17,2%;ELET6
2023;2,28%;ELET6
P/Ativos;0,37;ELET6
Marg. Líquida;3,9%;ELET6
2022;36,08%;ELET6
P/Cap. Giro;3,94;ELET6
EBIT / Ativo;2,2%;ELET6
2021;-3,54%;ELET6
P/Ativ Circ Liq;0,91;ELET6
ROIC;2,4%;ELET6
2020;1,18%;ELET6
Div. Yield;3,5%;ELET6
ROE;1,3%;ELET6
2019;41,32%;ELET6
EV / EBITDA;14,68;ELET6
Liquidez Corr;2,05;ELET6
2018;28,98%;ELET6
EV / EBIT;22,80;ELET6
Div Br/ Patrim;0,53;ELET6
Cres. Rec (5a);11,8%;ELET6
Giro Ativos;0,13;ELET6
Ativo;267.831.000.000;ELET6
Dív. Bruta;58.741.800.000;ELET6
Disponibilidades;23.307.000.000;ELET6
Dív. Líquida;35.434.800.000;ELET6
Ativo Circulante;48.519.600.000;ELET6
Patrim. Líq;110.884.000.000;ELET6
Relatorio 12 meses Lucro Líquido;1.415.650.000;ELET6
Relatorio 3 meses Lucro Líquido;488.618.000;ELET6
Relatorio 12 meses EBIT;5.854.860.000;ELET6
Relatorio 3 meses EBIT;3.489.510.000;ELET6
Relatorio 12 meses Receita Líquida;34.102.700.000;ELET6
Relatorio 3 meses Receita Líquida;9.209.830.000;ELET6
Papel;ELMD3;ELMD3
Cotação;15,18;ELMD3
Tipo;ON NM;ELMD3
Data últ cot;19/07/2023;ELMD3
Empresa;ELETROMIDIA ON NM;ELMD3
Min 52 sem;9,54;ELMD3
Setor;Mídia;ELMD3
Max 52 sem;17,20;ELMD3
Subsetor;Publicidade e Propaganda;ELMD3
Vol $ méd (2m);1.482.180;ELMD3
Valor de mercado;2.124.950.000;ELMD3
Últ balanço processado;31/03/2023;ELMD3
Valor da firma;2.638.170.000;ELMD3
Nro. Ações;139.984.000;ELMD3
Dia;0,53%;ELMD3
P/L;75,36;ELMD3
LPA;0,20;ELMD3
Mês;-5,13%;ELMD3
P/VP;2,73;ELMD3
VPA;5,55;ELMD3
30 dias;-10,71%;ELMD3
P/EBIT;13,90;ELMD3
Marg. Bruta;42,0%;ELMD3
12 meses;56,17%;ELMD3
PSR;2,42;ELMD3
Marg. EBIT;17,4%;ELMD3
2023;48,39%;ELMD3
P/Ativos;1,02;ELMD3
Marg. Líquida;6,0%;ELMD3
2022;2,30%;ELMD3
P/Cap. Giro;8,62;ELMD3
EBIT / Ativo;7,3%;ELMD3
2021;-42,86%;ELMD3
P/Ativ Circ Liq;2,94;ELMD3
ROIC;8,8%;ELMD3
2020;0,00%;ELMD3
Div. Yield;0,0%;ELMD3
ROE;3,6%;ELMD3
2019;0,00%;ELMD3
EV / EBITDA;9,23;ELMD3
Liquidez Corr;0,63;ELMD3
2018;0,00%;ELMD3
EV / EBIT;17,26;ELMD3
Div Br/ Patrim;0,92;ELMD3
Cres. Rec (5a);99,6%;ELMD3
Giro Ativos;0,42;ELMD3
Ativo;2.080.510.000;ELMD3
Dív. Bruta;718.565.000;ELMD3
Disponibilidades;205.349.000;ELMD3
Dív. Líquida;513.216.000;ELMD3
Ativo Circulante;414.250.000;ELMD3
Patrim. Líq;777.183.000;ELMD3
Relatorio 12 meses Lucro Líquido;28.197.000;ELMD3
Relatorio 3 meses Lucro Líquido;-16.431.000;ELMD3
Relatorio 12 meses EBIT;152.893.000;ELMD3
Relatorio 3 meses EBIT;14.906.000;ELMD3
Relatorio 12 meses Receita Líquida;877.859.000;ELMD3
Relatorio 3 meses Receita Líquida;186.999.000;ELMD3
Papel;EMAE4;EMAE4
Cotação;68,00;EMAE4
Tipo;PN;EMAE4
Data últ cot;19/07/2023;EMAE4
Empresa;EMAE PN;EMAE4
Min 52 sem;32,83;EMAE4
Setor;Energia Elétrica;EMAE4
Max 52 sem;69,20;EMAE4
Subsetor;Energia Elétrica;EMAE4
Vol $ méd (2m);198.244;EMAE4
Valor de mercado;2.512.400.000;EMAE4
Últ balanço processado;31/03/2023;EMAE4
Valor da firma;2.065.020.000;EMAE4
Nro. Ações;36.947.000;EMAE4
Dia;1,03%;EMAE4
P/L;41,11;EMAE4
LPA;1,65;EMAE4
Mês;6,25%;EMAE4
P/VP;2,20;EMAE4
VPA;30,94;EMAE4
30 dias;0,83%;EMAE4
P/EBIT;52,02;EMAE4
Marg. Bruta;9,4%;EMAE4
12 meses;103,88%;EMAE4
PSR;4,67;EMAE4
Marg. EBIT;9,0%;EMAE4
2023;3,57%;EMAE4
P/Ativos;1,24;EMAE4
Marg. Líquida;11,3%;EMAE4
